大陆超清,#genre#
海南卫视,http://hdtv.lzu6.edu.cn/hls/lytv.m3u8
海南卫视,http://hdtv.lzu6.edu.cn/hls/hls71.m3u8
河北卫视,http://hdtv.lzu6.edu.cn/hls/hebtv.m3u8
河北卫视,http://hdtv.lzu6.edu.cn/hls/hls49.m3u8
江西卫视,http://hdtv.lzu6.edu.cn/hls/jxtv.m3u8
江西卫视,http://hdtv.lzu6.edu.cn/hls/hls82.m3u8
广西卫视,http://hdtv.lzu6.edu.cn/hls/gxtv.m3u8
广西卫视,http://hdtv.lzu6.edu.cn/hls/hls76.m3u8
广西卫视,http://hdtv.lzu6.edu.cn/hls/hls186a469.m3u8
陕西卫视,http://hdtv.lzu6.edu.cn/hls/sxtv.m3u8
陕西卫视,http://hdtv.lzu6.edu.cn/hls/hls35.m3u8
宁夏卫视,http://hdtv.lzu6.edu.cn/hls/nxtv.m3u8
宁夏卫视,http://hdtv.lzu6.edu.cn/hls/hls34.m3u8
山西卫视,http://hdtv.lzu6.edu.cn/hls/sxrtv.m3u8
山西卫视,http://hdtv.lzu6.edu.cn/hls/hls86.m3u8
贵州卫视,http://hdtv.lzu6.edu.cn/hls/gztv.m3u8
贵州卫视,http://hdtv.lzu6.edu.cn/hls/hls87.m3u8
甘肃卫视,http://hdtv.lzu6.edu.cn/hls/gstv.m3u8
甘肃卫视,http://hdtv.lzu6.edu.cn/hls/hls50.m3u8
兵团卫视,http://hdtv.lzu6.edu.cn/hls/bttv.m3u8
兵团卫视,http://hdtv.lzu6.edu.cn/hls/hls67.m3u8
新疆卫视,http://hdtv.lzu6.edu.cn/hls/xjtv.m3u8
新疆卫视,http://hdtv.lzu6.edu.cn/hls/hls18.m3u8
云南卫视,http://hdtv.lzu6.edu.cn/hls/yntv.m3u8
云南卫视,http://hdtv.lzu6.edu.cn/hls/hls40.m3u8
西藏卫视,http://hdtv.lzu6.edu.cn/hls/xztv.m3u8
西藏卫视,http://hdtv.lzu6.edu.cn/hls/hls114.m3u8
西藏卫视,http://hdtv.lzu6.edu.cn/hls/hls186a481.m3u8
厦门卫视,http://hdtv.lzu6.edu.cn/hls/xmtv.m3u8
厦门卫视,http://hdtv.lzu6.edu.cn/hls/hls160.m3u8
厦门卫视,http://hdtv.lzu6.edu.cn/hls/hls186a454.m3u8
内蒙古卫视,http://hdtv.lzu6.edu.cn/hls/nmtv.m3u8
内蒙古卫视,http://hdtv.lzu6.edu.cn/hls/hls111.m3u8
内蒙古卫视,http://hdtv.lzu6.edu.cn/hls/hls186a478.m3u8
青海卫视,http://hdtv.lzu6.edu.cn/hls/qhtv.m3u8
青海卫视,http://hdtv.lzu6.edu.cn/hls/hls101.m3u8
延边卫视,http://hdtv.lzu6.edu.cn/hls/hls161.m3u8
延边卫视,http://hdtv.lzu6.edu.cn/hls/ybtv.m3u8
三沙卫视,http://hdtv.lzu6.edu.cn/hls/sstv.m3u8
BTV文艺,http://hdtv.lzu6.edu.cn/hls/btv2.m3u8
BTV科教,http://hdtv.lzu6.edu.cn/hls/btv3.m3u8
BTV影视,http://hdtv.lzu6.edu.cn/hls/btv4.m3u8
BTV财经,http://hdtv.lzu6.edu.cn/hls/btv5.m3u8
BTV生活,http://hdtv.lzu6.edu.cn/hls/btv7.m3u8
BTV青年,http://hdtv.lzu6.edu.cn/hls/btv8.m3u8
BTV新闻,http://hdtv.lzu6.edu.cn/hls/btv9.m3u8
BTV卡酷少儿,http://hdtv.lzu6.edu.cn/hls/btv10.m3u8
BTV卡酷少儿,http://hdtv.lzu6.edu.cn/hls/jlu_bjkk.m3u8
BTV卡酷少儿,http://hdtv.lzu6.edu.cn/hls/hls57.m3u8
BTV冬奥纪实,http://hdtv.lzu6.edu.cn/hls/btv11.m3u8
沈阳新闻综合,http://hdtv.lzu6.edu.cn/hls/hls142.m3u8
沈阳新闻综合,http://hdtv.lzu6.edu.cn/hls/hls9.m3u8
CETV-1,http://hdtv.lzu6.edu.cn/hls/cetv1.m3u8
CETV-3,http://hdtv.lzu6.edu.cn/hls/cetv3.m3u8
CETV-4,http://hdtv.lzu6.edu.cn/hls/cetv4.m3u8
早期教育,http://hdtv.lzu6.edu.cn/hls/hls25.m3u8
山东教育台,http://hdtv.lzu6.edu.cn/hls/sdetv.m3u8
凤凰卫视,http://hdtv.lzu6.edu.cn/hls/fhzw.m3u8
凤凰资讯,http://hdtv.lzu6.edu.cn/hls/fhzx.m3u8
凤凰电影,http://hdtv.lzu6.edu.cn/hls/fhdy.m3u8
探索频道,http://hdtv.lzu6.edu.cn/hls/discovery.m3u8
Channel[V],http://hdtv.lzu6.edu.cn/hls/channelv.m3u8
CHC家庭影院,http://hdtv.lzu6.edu.cn/hls/chctv.m3u8
CHC动作电影,http://hdtv.lzu6.edu.cn/hls/chcatv.m3u8
星空卫视,http://hdtv.lzu6.edu.cn/hls/startv.m3u8
国家地理频道,http://hdtv.lzu6.edu.cn/hls/natlgeo.m3u8
Star Sports,http://hdtv.lzu6.edu.cn/hls/starsports.m3u8
宜佳购物,http://hdtv.lzu6.edu.cn/hls/hls21.m3u8
辽宁体育,http://hdtv.lzu6.edu.cn/hls/hls3.m3u8
辽宁生活,http://hdtv.lzu6.edu.cn/hls/hls96.m3u8
辽宁北方,http://hdtv.lzu6.edu.cn/hls/hls55.m3u8
辽宁都市,http://hdtv.lzu6.edu.cn/hls/hls88.m3u8
辽宁影视剧,http://hdtv.lzu6.edu.cn/hls/hls97.m3u8
辽宁教育青少,http://hdtv.lzu6.edu.cn/hls/hls99.m3u8
辽宁经济,http://hdtv.lzu6.edu.cn/hls/hls185a540.m3u8
辽宁宜家购物,http://hdtv.lzu6.edu.cn/hls/hls185a420.m3u8
金鹰卡通,http://hdtv.lzu6.edu.cn/hls/jykttv.m3u8
金鹰卡通,http://hdtv.lzu6.edu.cn/hls/hls158.m3u8
优漫卡通,http://hdtv.lzu6.edu.cn/hls/hls159.m3u8
优漫卡通,http://hdtv.lzu6.edu.cn/hls/hls184a505.m3u8
新动漫,http://hdtv.lzu6.edu.cn/hls/hls64.m3u8
IPTV少儿动画,http://hdtv.lzu6.edu.cn/hls/hls104.m3u8
哈哈炫动,http://hdtv.lzu6.edu.cn/hls/hls103.m3u8
GTV网络棋牌,http://hdtv.lzu6.edu.cn/hls/hls65.m3u8
GTV游戏竞技,http://hdtv.lzu6.edu.cn/hls/hls112.m3u8
电子体育,http://hdtv.lzu6.edu.cn/hls/hls24.m3u8
经典剧场,http://hdtv.lzu6.edu.cn/hls/hls89.m3u8
亚洲电影,http://hdtv.lzu6.edu.cn/hls/hls30.m3u8
热播电影,http://hdtv.lzu6.edu.cn/hls/hls32.m3u8
生活剧场,http://hdtv.lzu6.edu.cn/hls/hls37.m3u8
原声电影,http://hdtv.lzu6.edu.cn/hls/hls33.m3u8
家庭影院,http://hdtv.lzu6.edu.cn/hls/hls39.m3u8
怀旧电影,http://hdtv.lzu6.edu.cn/hls/hls48.m3u8
古装剧场,http://hdtv.lzu6.edu.cn/hls/hls54.m3u8
喜剧影院,http://hdtv.lzu6.edu.cn/hls/hls6.m3u8
译制片,http://hdtv.lzu6.edu.cn/hls/hls31.m3u8
精选,http://hdtv.lzu6.edu.cn/hls/hls102.m3u8
星影,http://hdtv.lzu6.edu.cn/hls/hls59.m3u8
纪录片,http://hdtv.lzu6.edu.cn/hls/hls66.m3u8
家庭理财,http://hdtv.lzu6.edu.cn/hls/hls19.m3u8
家庭理财,http://hdtv.lzu6.edu.cn/hls/hls15.m3u8
靓妆,http://hdtv.lzu6.edu.cn/hls/hls46.m3u8
吉视公共,http://hdtv.lzu6.edu.cn/hls/jlu_jsgg.m3u8
吉林都市,http://hdtv.lzu6.edu.cn/hls/jlu_jsds.m3u8
吉林教育,http://hdtv.lzu6.edu.cn/hls/jlu_jljy.m3u8
吉视综艺,http://hdtv.lzu6.edu.cn/hls/jlu_jszh.m3u8
吉视乡村,http://hdtv.lzu6.edu.cn/hls/jlu_jsxc.m3u8
吉视影视,http://hdtv.lzu6.edu.cn/hls/jlu_jsys.m3u8
吉视生活,http://hdtv.lzu6.edu.cn/hls/jlu_jssh.m3u8
长春市民生活,http://hdtv.lzu6.edu.cn/hls/jlu_ccsm.m3u8
长春汽车,http://hdtv.lzu6.edu.cn/hls/jlu_ccqc.m3u8
长春经济,http://hdtv.lzu6.edu.cn/hls/jlu_ccjj.m3u8
长春娱乐,http://hdtv.lzu6.edu.cn/hls/jlu_ccyl.m3u8
文物宝库,http://hdtv.lzu6.edu.cn/hls/hls22.m3u8
武术世界,http://hdtv.lzu6.edu.cn/hls/hls36.m3u8
梨园频道,http://hdtv.lzu6.edu.cn/hls/hls42.m3u8
环球奇观,http://hdtv.lzu6.edu.cn/hls/hls62.m3u8
国学频道,http://hdtv.lzu6.edu.cn/hls/hls100.m3u8
央广购物,http://hdtv.lzu6.edu.cn/hls/hls185a582.m3u8
IPTV收视指南,http://hdtv.lzu6.edu.cn/hls/hls105.m3u8

移动网络,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225710/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225606/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225590/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225711/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225607/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225599/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
冬奥纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225622/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225640/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225699/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225700/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225701/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电竞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225712/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8

联通网络,#genre#
CCTV1,http://121.31.30.91:8081/ysten-business/live/cctv-1/1.m3u8
CCTV2,http://121.31.30.91:8081/ysten-business/live/cctv-2/1.m3u8
CCTV3,http://121.31.30.91:8081/ysten-business/live/cctv-3/1.m3u8
CCTV4,http://121.31.30.91:8081/ysten-business/live/cctv-4/1.m3u8
CCTV6,http://121.31.30.91:8081/ysten-business/live/cctv-5/1.m3u8
CCTV6,http://121.31.30.91:8081/ysten-business/live/cctv-6/1.m3u8
CCTV7,http://121.31.30.91:8081/ysten-business/live/cctv-7/1.m3u8
CCTV8,http://121.31.30.91:8081/ysten-business/live/cctv-8/1.m3u8
CCTV9,http://121.31.30.91:8081/ysten-business/live/cctv-news/1.m3u8
CCTV10,http://121.31.30.91:8081/ysten-business/live/cctv-10/1.m3u8
CCTV11,http://121.31.30.91:8081/ysten-business/live/cctv-11/1.m3u8
CCTV12,http://121.31.30.91:8081/ysten-business/live/cctv-12/1.m3u8
CCTV13,http://121.31.30.91:8081/ysten-business/live/cctv-13/1.m3u8
CCTVNews,http://121.31.30.91:8081/ysten-business/live/cctv-9/1.m3u8
CCTV14,http://121.31.30.91:8081/ysten-business/live/cctv-14/1.m3u8
CCTV15,http://121.31.30.91:8081/ysten-business/live/cctv-15/1.m3u8
CCTV15,http://121.31.30.91:8081/ysten-business/live/cctv-17/1.m3u8
湖南卫视,http://121.31.30.91:8081/ysten-business/live/hdhunanstv/1.m3u8
浙江卫视,http://121.31.30.91:8081/ysten-business/live/hdzhejiangstv/1.m3u8
北京卫视,http://121.31.30.91:8081/ysten-business/live/hdbeijingstv/1.m3u8
阳光卫视,http://121.31.30.91:8081/ysten-business/live/yangguangstv/1.m3u8
天津卫视,http://121.31.30.91:8081/ysten-business/live/hdtianjinstv/1.m3u8
湖北卫视,http://121.31.30.91:8081/ysten-business/live/hdhubeistv/1.m3u8
广东卫视,http://121.31.30.91:8081/ysten-business/live/hdguangdongstv/1.m3u8
黑龙江卫视,http://121.31.30.91:8081/ysten-business/live/hdheilongjiangstv/1.m3u8
东方卫视,http://121.31.30.91:8081/ysten-business/live/dongfangstv/1.m3u8
贵州卫视,http://121.31.30.91:8081/ysten-business/live/guizhoustv/1.m3u8
东南卫视,http://121.31.30.91:8081/ysten-business/live/dongnanstv/1.m3u8
广西卫视,http://121.31.30.91:8081/ysten-business/live/guangxistv/1.m3u8
山东卫视,http://121.31.30.91:8081/ysten-business/live/hdshandongstv/1.m3u8
江西卫视,http://121.31.30.91:8081/ysten-business/live/jiangxistv/1.m3u8
江苏卫视,http://121.31.30.91:8081/ysten-business/live/jiangsustv/1.m3u8
宁夏卫视,http://121.31.30.91:8081/ysten-business/live/ningxiastv/1.m3u8
重庆卫视,http://121.31.30.91:8081/ysten-business/live/chongqingstv/1.m3u8
山西卫视,http://121.31.30.91:8081/ysten-business/live/shanxistv/1.m3u8
河南卫视,http://121.31.30.91:8081/ysten-business/live/henanstv/1.m3u8
深圳卫视,http://121.31.30.91:8081/ysten-business/live/shenzhenstv/1.m3u8
安徽卫视,http://121.31.30.91:8081/ysten-business/live/anhuistv/1.m3u8
甘肃卫视,http://121.31.30.91:8081/ysten-business/live/gansustv/1.m3u8
辽宁卫视,http://121.31.30.91:8081/ysten-business/live/liaoningstv/1.m3u8
云南卫视,http://121.31.30.91:8081/ysten-business/live/yunnanstv/1.m3u8
新疆卫视,http://121.31.30.91:8081/ysten-business/live/xinjiangstv/1.m3u8
西藏卫视,http://121.31.30.91:8081/ysten-business/live/xizangstv/1.m3u8
中国教育1,http://121.31.30.91:8081/ysten-business/live/jiaoyutv/1.m3u8
炫动卡通,http://121.31.30.91:8081/ysten-business/live/xuandongkaton/1.m3u8
青海卫视,http://121.31.30.91:8081/ysten-business/live/qinghaistv/1.m3u8
内蒙古卫视,http://121.31.30.91:8081/ysten-business/live/neimenggustv/1.m3u8
卡酷少儿,http://121.31.30.91:8081/ysten-business/live/kakukaton/1.m3u8
河北卫视,http://121.31.30.91:8081/ysten-business/live/hebeistv/1.m3u8
金鹰卡通,http://121.31.30.91:8081/ysten-business/live/jinyingkaton/1.m3u8
优漫卡通,http://121.31.30.91:8081/ysten-business/live/youmankaton/1.m3u8
四川卫视,http://121.31.30.91:8081/ysten-business/live/sichuanstv/1.m3u8

电信网络,#genre#
CCTV1,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1
CCTV2,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1
CCTV3,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1
CCTV4,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1
CCTV5,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1
CCTV5+,http://39.134.66.66/PLTV/88888888/224/3221225590/index.m3u8
CCTV6,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1
CCTV7,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240248_1/playlist.m3u8?CONTENTID=00000110240248_1
CCTV8,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1
CCTV9,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240250_1/playlist.m3u8?CONTENTID=00000110240250_1
CCTV10,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1
CCTV11,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1
CCTV12,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1
CCTV13,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240126_1/playlist.m3u8?CONTENTID=00000110240126_1
CCTV14,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240253_1/playlist.m3u8?CONTENTID=00000110240253_1
CCTV15,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240329_1/playlist.m3u8?CONTENTID=00000110240329_1
CCTV17,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240326_1/playlist.m3u8?CONTENTID=00000110240326_1
CETV1,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240243_1/playlist.m3u8?CONTENTID=00000110240243_1
CHC高清影视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC动作电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
贵州卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1
湖南卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1
浙江卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1
东方卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1
北京卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1
江苏卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1
安徽卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1
天津卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1
辽宁卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1
江西卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240049_1/playlist.m3u8?CONTENTID=00000110240049_1
黑龙江卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1
山东卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1
云南卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240082_1/playlist.m3u8?CONTENTID=00000110240082_1
四川卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240071_1/playlist.m3u8?CONTENTID=00000110240071_1
河北卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1
河南卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240041_1/playlist.m3u8?CONTENTID=00000110240041_1
广东卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1
广东综艺,http://player.ioioz.com/1786/gd/gdtvm3u8.php?id=gdzy
深圳卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1
湖北卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1
东南卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240029_1/playlist.m3u8?CONTENTID=00000110240029_1
厦门卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240159_1/playlist.m3u8?CONTENTID=00000110240159_1
重庆卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240012_1/playlist.m3u8?CONTENTID=00000110240012_1
广西卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240037_1/playlist.m3u8?CONTENTID=00000110240037_1
吉林卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240046_1/playlist.m3u8?CONTENTID=00000110240046_1
海南卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240059_1/playlist.m3u8?CONTENTID=00000110240059_1
甘肃卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240034_1/playlist.m3u8?CONTENTID=00000110240034_1
宁夏卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240061_1/playlist.m3u8?CONTENTID=00000110240061_1
青海卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240063_1/playlist.m3u8?CONTENTID=00000110240063_1
山西卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240065_1/playlist.m3u8?CONTENTID=00000110240065_1
陕西卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240066_1/playlist.m3u8?CONTENTID=00000110240066_1
西藏卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240076_1/playlist.m3u8?CONTENTID=00000110240076_1
新疆卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240079_1/playlist.m3u8?CONTENTID=00000110240079_1
厦门卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240159_1/playlist.m3u8?CONTENTID=00000110240159_1
兵团卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240280_1/playlist.m3u8?CONTENTID=00000110240280_1
内蒙古卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240060_1/playlist.m3u8?CONTENTID=00000110240060_1
山东教育,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240304_1/playlist.m3u8?CONTENTID=00000110240304_1
康巴卫视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240331_1/playlist.m3u8?CONTENTID=00000110240331_1
金鹰卡通,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240050_1/playlist.m3u8?CONTENTID=00000110240050_1
卡酷少儿,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240051_1/playlist.m3u8?CONTENTID=00000110240051_1
嘉佳卡通,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240087_1/playlist.m3u8?CONTENTID=00000110240087_1
金鹰纪实,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240303_1/playlist.m3u8?CONTENTID=00000110240303_1
星影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240279_1/playlist.m3u8?CONTENTID=00000110240279_1
武侠剧场,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240308_1/playlist.m3u8?CONTENTID=00000110240308_1
动作影院,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240277_1/playlist.m3u8?CONTENTID=00000110240277_1
经典电影,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240090_1/playlist.m3u8?CONTENTID=00000110240090_1


北京地方,#genre#
